,TOTAL_VIEW_CNT,value_weighted_volatility,peak_asset_value,TOTAL_DURATION,account_age,TOTAL_FOREIGN,TOTAL_MAT,trading_frequency,age_group
0,2514.0,28.87224029,29120750.0,54237303.0,12338.0,12174.0,172721.0,9.0,9.0
1,3.0,25.67907805,1934835.0,5212.0,5383.0,0.0,0.0,3.0,1.0
2,405.0,39.29648094,12113793.0,7506447.0,570.0,134.0,0.0,9.0,7.0
3,39.0,24.59810689,3481612.0,118470.0,563.0,0.0,0.0,3.0,4.0
4,40.0,39.47092719,1536176.0,354505.0,394.0,0.0,0.0,8.0,2.0
5,603.0,27.79923336,124104193.0,5911581.0,920.0,123.0,49.0,11.0,6.0
6,275.0,56.6443,926067.0,7606517.0,732.0,3805.0,31023.0,6.0,5.0
7,1469.0,40.61393865,101160770.0,38088188.0,4883.0,3318.0,81.0,10.0,6.0
8,13.0,60.07591003,3729399.0,332792.0,430.0,0.0,0.0,7.0,1.0
9,335.0,42.68756312,6292660.0,8314696.0,1052.0,145.0,13.0,8.0,4.0
10,3355.0,35.31689406,27574633.0,50503879.0,535.0,372581.0,24448.0,9.0,5.0
11,211.0,17.4004,2372824.0,5421309.0,565.0,3911025.0,2544071.0,1.0,2.0
12,1.0,69.40198122,1816321.0,108697.0,564.0,0.0,0.0,2.0,9.0
13,10.0,41.7263,120750.0,149526.0,1306.0,0.0,0.0,2.0,2.0
14,977.0,34.11814946,20212059.0,14432553.0,573.0,11511437.0,61.0,2.0,3.0
15,251.0,35.50319181,55653200.0,1488570.0,925.0,44862.0,4318.0,9.0,3.0
16,9.0,42.07215552,5246699.0,26292.0,577.0,0.0,0.0,2.0,7.0
17,88.0,33.71084311,777621.0,3092471.0,343.0,263810.0,0.0,8.0,2.0
18,315.0,38.11770572,4495707.0,6810142.0,934.0,52067.0,245.0,9.0,1.0
19,379.0,33.12979203,3066832.0,16547167.0,912.0,112470.0,23.0,8.0,3.0
20,1.0,32.80353743,1691790.0,133.0,526.0,0.0,0.0,2.0,2.0
21,285.0,50.46120936,35786379.0,4803195.0,8564.0,2357515.0,189.0,9.0,8.0
22,212.0,20.79751358,7133262.0,2296201.0,532.0,0.0,141.0,8.0,6.0
23,4.0,33.66579789,1295945.0,44485.0,1550.0,0.0,0.0,2.0,4.0
24,79.0,27.61791665,838073.0,2973550.0,284.0,41992.0,0.0,9.0,4.0
25,3.0,36.52495754,12898961.0,9969.0,4158.0,0.0,0.0,3.0,4.0
26,1439.0,83.14822771,236778.0,29390579.0,422.0,14675.0,0.0,11.0,8.0
27,426.0,23.00096032,712485.0,1442909.0,832.0,64141.0,175.0,9.0,1.0
28,208.0,58.32315899,182728.0,1098561.0,6006.0,59.0,148.0,9.0,7.0
29,195.0,61.96426987,209338170.0,10721876.0,639.0,5634916.0,58481.0,8.0,4.0
30,12.0,25.7599,62436453.0,9364.0,1099.0,810.0,120.0,2.0,2.0
31,211.0,38.56216542,6528651.0,4297654.0,444.0,0.0,369.0,8.0,7.0
32,59.0,98.14505869,1477169.0,759892.0,403.0,0.0,19068.0,7.0,2.0
33,42.0,49.78667999,1765603.0,206093.0,669.0,4061.0,0.0,4.0,1.0
34,1763.0,36.13010704,746369398.0,242530343.0,872.0,661610.0,136451.0,10.0,6.0
35,4.0,21.4687,4968850.0,2487.0,240.0,110.0,0.0,8.0,1.0
36,21.0,49.50475856,35324321.0,41180.0,1116.0,34105.0,0.0,2.0,5.0
37,1.0,75.4693,81948.0,22.0,584.0,0.0,22.0,2.0,3.0
38,1.0,50.93213152,5622341.0,240.0,2391.0,0.0,0.0,2.0,7.0
39,2361.0,53.61790641,16206103.0,9409245.0,627.0,87.0,0.0,9.0,6.0
40,3120.0,68.60204528,82258954.0,23397109.0,4000.0,192620.0,31689.0,8.0,5.0
41,6313.0,34.87847896,10511145.0,102663122.0,667.0,48080214.0,28719.0,10.0,3.0
42,974.0,19.57310769,9389796.0,11461946.0,628.0,11434305.0,579.0,8.0,5.0
43,1.0,29.08931488,651279.0,22791.0,366.0,0.0,0.0,7.0,2.0
44,79.0,29.51057157,12591818.0,540118.0,2346.0,0.0,0.0,9.0,3.0
45,81.0,55.38883265,2619812.0,2008834.0,597.0,156.0,0.0,8.0,2.0
46,308.0,25.27636609,58926891.0,10524871.0,345.0,9797887.0,1038966.0,2.0,3.0
47,20.0,26.98456445,948861.0,74161.0,612.0,108.0,0.0,2.0,5.0
48,506.0,38.1711326,11928462.0,3491034.0,5399.0,404352.0,24.0,8.0,8.0
49,989.0,53.52373127,12876493.0,64155535.0,477.0,18224.0,464785.0,10.0,3.0
50,17.0,21.75846564,35660213.0,278440.0,3122.0,0.0,0.0,4.0,6.0
51,970.0,36.48445378,8110632.0,8697077.0,7783.0,307.0,104482.0,10.0,8.0
52,125.0,36.26877374,1840242.0,63334.0,308.0,26115.0,21.0,2.0,3.0
53,405.0,27.54284357,1014370.0,236012.0,570.0,0.0,585.0,7.0,8.0
54,4794.0,28.45965285,42353596.0,198220870.0,1010.0,2974358.0,1000523.0,10.0,2.0
55,25.0,45.5083,17200.0,56322.0,431.0,625.0,0.0,6.0,5.0
56,2.0,23.27480736,3124166.0,6416.0,661.0,0.0,0.0,8.0,1.0
57,253.0,29.67420981,3197573.0,641769.0,3949.0,6543.0,0.0,2.0,2.0
58,49.0,57.10131899,43553200.0,1931035.0,939.0,0.0,0.0,8.0,3.0
59,8.0,31.33517944,6858890.0,13406.0,1066.0,0.0,4730.0,2.0,1.0
60,119.0,38.73864991,1530260.0,539400.0,9055.0,39628.0,200.0,2.0,9.0
61,17.0,36.21135466,6232052.0,97312.0,545.0,56826.0,409.0,9.0,6.0
62,30.0,28.58176396,6302100.0,352837.0,5148.0,0.0,0.0,9.0,4.0
63,14.0,22.79457644,15828968.0,561430.0,606.0,0.0,0.0,8.0,5.0
64,1105.0,26.19733371,6324663.0,22720135.0,1284.0,1603369.0,118003.0,10.0,6.0
65,91.0,39.26660365,34912390.0,4883732.0,7870.0,184.0,5086.0,9.0,5.0
66,115.0,44.95278581,11995496.0,1447352.0,585.0,0.0,25.0,9.0,7.0
67,210.0,31.53529348,54020363.0,3358588.0,1566.0,2572199.0,276.0,8.0,3.0
68,29.0,36.71325849,41621360.0,2132744.0,514.0,0.0,89.0,9.0,3.0
69,896.0,104.8292934,4157300.0,18282313.0,592.0,0.0,0.0,8.0,5.0
70,5.0,23.81433367,4085053.0,22949.0,925.0,0.0,0.0,2.0,3.0
71,40.0,27.05107267,56608544.0,668459.0,10481.0,0.0,365.0,9.0,9.0
72,40.0,51.14815459,5608012.0,5407903.0,625.0,0.0,9694.0,6.0,2.0
73,1.0,22.00615061,9854213.0,17.0,636.0,0.0,0.0,2.0,2.0
74,4147.0,57.35028273,104067425.0,146194822.0,911.0,67496.0,5400.0,10.0,6.0
75,58.0,53.13415343,59367841.0,499216.0,4350.0,0.0,0.0,8.0,4.0
76,1.0,23.022741,36955648.0,6.0,657.0,0.0,0.0,2.0,3.0
77,980.0,30.80196601,6447201.0,14480877.0,741.0,0.0,1021.0,8.0,7.0
78,241.0,30.40157073,33734217.0,4670077.0,527.0,14599.0,607.0,8.0,6.0
79,471.0,50.62736589,54229307.0,13402900.0,846.0,410.0,476.0,9.0,2.0
80,60.0,57.45915679,488553.0,1152377.0,598.0,0.0,0.0,9.0,3.0
81,10.0,41.04543751,31258.0,91708.0,247.0,76431.0,0.0,8.0,2.0
82,7.0,36.01089898,22103623.0,9497.0,580.0,296.0,0.0,10.0,2.0
83,2.0,21.4687,7722909.0,12712.0,3300.0,0.0,0.0,7.0,5.0
84,4185.0,40.43009406,49378462.0,56986394.0,889.0,128.0,2713.0,9.0,6.0
85,329.0,30.68350926,10347326.0,4134670.0,622.0,663149.0,288.0,8.0,2.0
86,6.0,21.4687,2255440.0,29960.0,885.0,0.0,0.0,3.0,3.0
87,626.0,42.03972244,1541000.0,307207.0,590.0,52250.0,141.0,6.0,2.0
88,53.0,51.87791685,1903988.0,880318.0,344.0,0.0,255.0,8.0,7.0
89,194.0,21.52781714,3713990.0,7864399.0,407.0,7367030.0,133.0,2.0,3.0
90,6.0,26.50098212,423378.0,12971.0,648.0,0.0,0.0,4.0,3.0
91,21.0,32.40048806,10961832.0,146806.0,10535.0,0.0,40.0,8.0,8.0
92,3.0,22.6134,20460886.0,507.0,595.0,179.0,0.0,2.0,1.0
93,5.0,68.7969,165009.0,149706.0,638.0,67.0,0.0,2.0,8.0
94,7.0,118.1901,3585767.0,118134.0,738.0,0.0,29516.0,2.0,2.0
95,6.0,33.79758038,13365533.0,106691.0,567.0,34341.0,0.0,8.0,1.0
96,11.0,22.58615307,2000000.0,85188.0,134.0,0.0,0.0,1.0,7.0
