,TOTAL_VIEW_CNT,value_weighted_volatility,peak_asset_value,TOTAL_DURATION,account_age,TOTAL_FOREIGN,TOTAL_MAT,trading_frequency,age_group
0,1.0,30.78967411,13668189.0,2893.0,823.0,0.0,0.0,8.0,8.0
1,1837.0,46.60708215,46285244.0,74821775.0,649.0,8287127.0,4373.0,11.0,9.0
2,78.0,26.59368216,7222908.0,2965623.0,439.0,918256.0,0.0,9.0,1.0
3,11.0,65.34653349,2743240.0,2713261.0,940.0,0.0,0.0,6.0,5.0
4,5.0,49.152836,3014850.0,73302.0,745.0,43055.0,0.0,7.0,5.0
5,5.0,33.10325758,2266880.0,36422.0,604.0,0.0,0.0,6.0,2.0
6,340.0,60.37508611,122306352.0,1819743.0,9411.0,307.0,0.0,8.0,9.0
7,17.0,62.23181686,12060887.0,136762.0,584.0,45.0,0.0,7.0,7.0
8,3.0,15.05680721,181692.0,55178.0,5208.0,97.0,0.0,2.0,5.0
9,21.0,30.55968674,385679.0,694572.0,885.0,0.0,0.0,8.0,1.0
10,17.0,49.5893,3945419.0,43955.0,400.0,0.0,0.0,2.0,6.0
11,153.0,40.46006916,2286487.0,3518764.0,4741.0,103.0,28.0,8.0,4.0
12,160.0,34.98056242,21369254.0,3814309.0,5148.0,266184.0,17281.0,1.0,6.0
13,12.0,57.48656685,3094289.0,34055.0,575.0,0.0,0.0,7.0,2.0
14,3833.0,64.47198135,32503099.0,51242073.0,4810.0,52616.0,3573158.0,9.0,6.0
15,281.0,30.75392454,28593920.0,5270389.0,615.0,21806.0,271.0,10.0,1.0
16,956.0,38.28941436,9627720.0,40190746.0,8480.0,2946276.0,25562.0,9.0,7.0
17,114.0,96.48052955,19946966.0,8030583.0,898.0,0.0,26.0,8.0,7.0
18,13624.0,43.0529956,1177979.0,285555708.0,569.0,0.0,376596.0,11.0,6.0
19,26.0,24.00674844,4769480.0,171936.0,155.0,0.0,0.0,1.0,1.0
20,29.0,22.76643823,87777340.0,756569.0,6296.0,18959.0,0.0,8.0,6.0
21,200.0,51.49515814,2732914.0,11555566.0,591.0,0.0,38163.0,10.0,7.0
22,24.0,65.11454526,3297981.0,1517423.0,941.0,0.0,23.0,7.0,2.0
23,3830.0,38.47870948,16643906.0,41711576.0,700.0,19022456.0,917797.0,10.0,1.0
24,1724.0,24.49732555,63735254.0,20315953.0,4035.0,171334.0,345.0,8.0,7.0
25,158.0,25.7568,6040000.0,1875407.0,888.0,218.0,0.0,2.0,6.0
26,1559.0,52.53234904,50696710.0,33725761.0,6125.0,75686.0,65867.0,11.0,7.0
27,198.0,24.79333568,3261117.0,3294597.0,564.0,2533.0,474.0,8.0,2.0
