,TOTAL_VIEW_CNT,value_weighted_volatility,peak_asset_value,TOTAL_DURATION,account_age,TOTAL_FOREIGN,TOTAL_MAT,trading_frequency,age_group
0,26.0,34.32051117,2261986.0,709060.0,6407.0,0.0,5283.0,8.0,4.0
1,1.0,20.98391618,319094.0,6210.0,377.0,0.0,0.0,8.0,5.0
2,31.0,36.5172012,105166958.0,276523.0,809.0,0.0,0.0,8.0,5.0
3,60.0,38.62046861,13387090.0,241627.0,358.0,71217.0,0.0,8.0,5.0
4,192.0,47.86575449,10938769.0,3110871.0,3518.0,0.0,0.0,7.0,4.0
5,218.0,46.06006265,328638.0,5953627.0,1592.0,50.0,12326.0,9.0,3.0
6,1.0,31.98408062,473286.0,9939.0,575.0,0.0,0.0,2.0,4.0
7,5.0,24.41774085,9363432.0,81068.0,8226.0,0.0,0.0,2.0,8.0
8,373.0,36.9780231,23305103.0,14737404.0,1081.0,0.0,959.0,9.0,6.0
9,33.0,41.90921523,1269592.0,4387701.0,573.0,0.0,61.0,8.0,1.0
10,2.0,23.04815934,714787.0,227.0,388.0,0.0,0.0,2.0,2.0
11,20.0,22.13047051,3011902.0,35917.0,663.0,0.0,0.0,8.0,3.0
12,127.0,16.14417465,114842.0,1009417.0,346.0,53.0,264.0,8.0,7.0
13,1.0,39.85257218,4642403.0,664635.0,12076.0,0.0,0.0,8.0,9.0
14,1.0,32.84208281,637723.0,68.0,920.0,0.0,0.0,2.0,5.0
15,89.0,47.39910025,7715370.0,3460826.0,601.0,30761.0,0.0,8.0,4.0
16,49.0,41.7832,25040.0,4325717.0,99.0,475726.0,0.0,8.0,5.0
17,229.0,32.421401,9091347.0,15263669.0,938.0,189.0,352.0,10.0,5.0
18,46.0,28.66386804,45205020.0,314395.0,726.0,1429.0,0.0,8.0,3.0
19,15.0,39.32484692,568317.0,1601916.0,514.0,0.0,43392.0,4.0,3.0
20,1.0,66.07545499,15963450.0,994.0,5058.0,0.0,0.0,2.0,3.0
21,661.0,107.3124313,61518836.0,36000732.0,846.0,6801211.0,0.0,9.0,7.0
22,3.0,74.7389,2138261.0,28602.0,602.0,0.0,0.0,2.0,8.0
23,14.0,43.26552836,55509985.0,112848.0,1604.0,0.0,0.0,2.0,7.0
24,12.0,35.88664386,6429383.0,56478.0,749.0,45657.0,25614.0,3.0,3.0
25,26.0,49.37627677,40783241.0,2036254.0,596.0,2703.0,634.0,9.0,5.0
26,2567.0,32.7556509,57973199.0,33936806.0,7925.0,73191.0,90117.0,8.0,8.0
27,310.0,22.65729444,2389737.0,8131790.0,939.0,20286.0,157.0,2.0,1.0
28,191.0,33.9518,784669.0,13981407.0,619.0,146.0,0.0,2.0,1.0
29,1.0,32.69294781,23470484.0,59777.0,1761.0,0.0,0.0,7.0,6.0
30,4825.0,41.9048997,22926485.0,164823366.0,550.0,1427870.0,895.0,11.0,5.0
31,7.0,21.4687,3484761.0,18777.0,223.0,0.0,253.0,9.0,8.0
32,577.0,40.51506201,23839625.0,37215762.0,883.0,2432560.0,1590.0,9.0,2.0
33,459.0,50.49217281,15441417.0,9807490.0,604.0,8422228.0,1213.0,2.0,5.0
34,2789.0,77.49248659,53821508.0,420661718.0,1554.0,29685.0,381.0,11.0,5.0
35,1914.0,74.8353,43650545.0,110719958.0,606.0,109862009.0,231.0,2.0,2.0
36,6.0,23.2385861,20322420.0,1785562.0,214.0,0.0,0.0,1.0,1.0
37,4.0,49.63404753,28793346.0,145073.0,1467.0,0.0,0.0,8.0,5.0
38,35.0,70.57803376,45278148.0,31727.0,632.0,0.0,0.0,6.0,6.0
39,1.0,57.0617,4625.0,113.0,237.0,113.0,0.0,1.0,4.0
40,73.0,34.83501381,1860094.0,2480524.0,706.0,16439.0,325.0,2.0,1.0
41,545.0,22.40928723,16912162.0,15917110.0,578.0,0.0,0.0,8.0,5.0
42,47.0,21.4687,1100150.0,586885.0,343.0,10261.0,40.0,1.0,2.0
43,2762.0,51.05993536,19530889.0,35172055.0,1705.0,79106.0,127038.0,11.0,4.0
44,2958.0,44.81262452,147125059.0,35788821.0,918.0,1664029.0,496408.0,11.0,7.0
45,81.0,24.08303151,664927.0,122166.0,515.0,0.0,0.0,8.0,2.0
46,32.0,21.74986281,913137.0,326325.0,983.0,133.0,0.0,8.0,4.0
47,1584.0,24.08184534,137489277.0,13058836.0,668.0,1515058.0,104948.0,10.0,7.0
48,31.0,34.99359735,2896687.0,111372.0,3223.0,0.0,0.0,8.0,4.0
49,37.0,44.98378999,1018305.0,248306.0,917.0,0.0,0.0,8.0,6.0
50,6.0,44.96710473,30458947.0,155857.0,6132.0,0.0,0.0,8.0,7.0
51,109.0,25.35077955,14146970.0,285426.0,651.0,72.0,0.0,9.0,1.0
52,139.0,24.4356104,7799225.0,5021098.0,334.0,0.0,0.0,8.0,3.0
53,3.0,46.06915589,1121509.0,15631.0,1417.0,0.0,0.0,8.0,3.0
54,34.0,30.67153346,6081142.0,321015.0,537.0,5552.0,15657.0,8.0,2.0
55,16.0,73.5028914,1791502.0,523340.0,6273.0,0.0,347508.0,9.0,8.0
56,99.0,25.47345379,9499854.0,3188374.0,871.0,0.0,213.0,10.0,3.0
57,281.0,42.94707455,2962705.0,2099580.0,446.0,1958122.0,266615.0,8.0,2.0
58,50.0,73.8111974,65057114.0,1387187.0,1267.0,0.0,24336.0,8.0,4.0
59,4.0,33.9518,76257.0,35032.0,855.0,0.0,0.0,1.0,2.0
60,2.0,1.565432277,4783.0,77106.0,108.0,0.0,0.0,8.0,2.0
61,5.0,27.87515666,8744582.0,143727.0,932.0,0.0,0.0,7.0,5.0
62,8.0,21.4687,7829495.0,777.0,566.0,237.0,0.0,8.0,7.0
63,13.0,68.7969,165033.0,34780.0,987.0,21.0,21.0,2.0,5.0
64,2349.0,42.57767239,8238586.0,55905819.0,912.0,3483259.0,2795297.0,9.0,2.0
65,1449.0,38.92753252,65034325.0,61126830.0,571.0,74110.0,172.0,9.0,9.0
66,2.0,21.4687,3770318.0,25201.0,4733.0,0.0,0.0,2.0,6.0
67,734.0,23.24574984,23934918.0,5103063.0,1607.0,602435.0,1428.0,8.0,5.0
68,2684.0,24.65497054,161877671.0,29608961.0,525.0,522914.0,54154.0,10.0,7.0
69,3676.0,40.46350845,37583521.0,58445063.0,924.0,188043.0,23944.0,10.0,5.0
70,76.0,32.93916578,3219671.0,979172.0,886.0,2972.0,20893.0,9.0,2.0
71,19.0,30.5363133,3062078.0,200129.0,564.0,18785.0,0.0,7.0,7.0
72,28.0,33.0909771,3209755.0,380016.0,2313.0,0.0,0.0,6.0,6.0
73,37.0,28.57251398,25374780.0,4615177.0,680.0,11512.0,0.0,8.0,3.0
74,39.0,31.61394151,119447712.0,4124471.0,523.0,0.0,0.0,10.0,8.0
75,740.0,47.13881987,9115245.0,40440052.0,1631.0,0.0,530.0,10.0,7.0
76,291.0,35.77789479,26863902.0,11813891.0,834.0,0.0,2321.0,10.0,7.0
77,37.0,34.08916854,15210628.0,425651.0,536.0,703.0,0.0,9.0,4.0
78,93.0,38.93142535,122942807.0,3526287.0,7620.0,0.0,85679.0,8.0,9.0
79,4.0,29.42749413,44048072.0,114220.0,4810.0,0.0,0.0,7.0,9.0
80,6.0,31.5294516,2382525.0,1630136.0,611.0,0.0,0.0,9.0,5.0
81,2.0,30.4195,296501.0,116.0,97.0,0.0,0.0,8.0,2.0
82,29.0,29.68448108,2249935.0,344993.0,4340.0,0.0,0.0,8.0,5.0
83,23.0,32.61329252,17207599.0,1824454.0,603.0,120583.0,0.0,6.0,1.0
84,515.0,36.1319401,25543271.0,13982929.0,950.0,0.0,654.0,8.0,5.0
85,26.0,15.86599071,28036.0,1008007.0,671.0,8886.0,0.0,6.0,1.0
86,3.0,21.4687,2630675.0,729622.0,569.0,0.0,0.0,7.0,5.0
87,157.0,50.91293248,12318415.0,733827.0,218.0,175516.0,0.0,1.0,6.0
88,2807.0,61.77198394,2093154.0,95598303.0,945.0,3603550.0,6901.0,9.0,2.0
89,95.0,23.41695148,20044033.0,1707490.0,595.0,0.0,0.0,9.0,3.0
90,40.0,29.79749768,2423578.0,387497.0,897.0,0.0,0.0,3.0,4.0
91,2.0,27.5687,3404289.0,55640.0,631.0,0.0,0.0,2.0,3.0
92,1332.0,41.32425617,2075220.0,42915452.0,362.0,12419.0,2634.0,10.0,6.0
93,66.0,25.74996133,22319609.0,1046154.0,1568.0,0.0,0.0,2.0,9.0
94,372.0,26.14214058,2120245.0,2984368.0,567.0,42077.0,48038.0,2.0,4.0
95,347.0,31.88773301,21406291.0,6130036.0,8766.0,75275.0,801908.0,1.0,7.0
96,123.0,43.11532934,2742238.0,3264050.0,720.0,0.0,58.0,9.0,8.0
97,6.0,31.4172,226500.0,24213.0,413.0,4224.0,0.0,2.0,4.0
98,290.0,31.51601819,26709116.0,4419567.0,908.0,788939.0,0.0,9.0,2.0
99,3.0,24.4363858,692454.0,9239.0,473.0,0.0,0.0,4.0,1.0
100,186.0,37.25471287,546570.0,2996146.0,189.0,238902.0,146344.0,8.0,1.0
101,268.0,42.26630425,10663363.0,2360259.0,1304.0,160.0,0.0,10.0,3.0
102,4.0,28.98766283,1732282.0,25409.0,664.0,0.0,0.0,8.0,2.0
103,1.0,73.5744312,7962940.0,335.0,7536.0,0.0,0.0,7.0,5.0
104,27.0,25.4597205,3371074.0,131223.0,781.0,3953.0,0.0,8.0,3.0
