,TOTAL_VIEW_CNT,value_weighted_volatility,peak_asset_value,TOTAL_DURATION,account_age,TOTAL_FOREIGN,TOTAL_MAT,trading_frequency,age_group
0,143.0,21.4687,358599.0,1466871.0,1808.0,0.0,85.0,8.0,6.0
1,389.0,27.33681408,1825572.0,4432318.0,1729.0,1194513.0,197.0,9.0,2.0
2,1.0,32.03982301,207300.0,13174.0,719.0,0.0,0.0,7.0,6.0
3,4901.0,28.95281007,16668908.0,258817501.0,12245.0,13432.0,381233.0,9.0,9.0
4,141.0,67.76077463,6517244.0,1048833.0,1054.0,1290.0,19103.0,8.0,3.0
5,217.0,46.87805811,9289316.0,3626495.0,925.0,228.0,55339.0,7.0,4.0
6,19.0,68.7969,10327466.0,1771105.0,597.0,1502164.0,0.0,3.0,5.0
7,681.0,60.64808252,121767011.0,9201666.0,2564.0,0.0,18.0,10.0,6.0
8,2434.0,78.932,111368.0,265524027.0,645.0,360958.0,64.0,2.0,5.0
9,14.0,48.75274529,660508.0,703774.0,1838.0,0.0,45.0,2.0,7.0
10,53.0,22.80104035,4380321.0,4668345.0,620.0,2320075.0,0.0,5.0,2.0
11,15.0,35.13343438,12151751.0,77914.0,575.0,18098.0,133.0,8.0,2.0
12,468.0,40.03612513,49619758.0,48042986.0,1264.0,7025571.0,1085162.0,9.0,7.0
13,101.0,60.7314143,17549714.0,5495931.0,2718.0,0.0,0.0,9.0,8.0
14,5.0,34.07952784,25943640.0,44050.0,554.0,117.0,0.0,2.0,5.0
15,3.0,27.44368725,21182500.0,14865.0,1709.0,117.0,0.0,2.0,8.0
16,3.0,32.0117,438578.0,31283.0,627.0,143.0,0.0,7.0,1.0
17,601.0,31.11109867,1174504.0,23117470.0,940.0,1252040.0,548.0,10.0,3.0
18,371.0,49.64693391,1605542.0,91453692.0,710.0,0.0,0.0,2.0,8.0
19,7.0,25.1142262,3972787.0,83916.0,565.0,0.0,98.0,8.0,8.0
20,50.0,21.7235919,1099047.0,1115861.0,108.0,0.0,0.0,9.0,5.0
21,441.0,42.18598175,23087212.0,13957170.0,750.0,0.0,99.0,9.0,7.0
