,TOTAL_VIEW_CNT,value_weighted_volatility,peak_asset_value,TOTAL_DURATION,account_age,TOTAL_FOREIGN,TOTAL_MAT,trading_frequency,age_group
0,26.0,34.32051117,2261986.0,709060.0,6407.0,0.0,5283.0,8.0,4.0
1,192.0,47.86575449,10938769.0,3110871.0,3518.0,0.0,0.0,7.0,4.0
2,373.0,36.9780231,23305103.0,14737404.0,1081.0,0.0,959.0,9.0,6.0
3,127.0,16.14417465,114842.0,1009417.0,346.0,53.0,264.0,8.0,7.0
4,49.0,41.7832,25040.0,4325717.0,99.0,475726.0,0.0,8.0,5.0
5,1.0,66.07545499,15963450.0,994.0,5058.0,0.0,0.0,2.0,3.0
6,12.0,35.88664386,6429383.0,56478.0,749.0,45657.0,25614.0,3.0,3.0
7,191.0,33.9518,784669.0,13981407.0,619.0,146.0,0.0,2.0,1.0
8,577.0,40.51506201,23839625.0,37215762.0,883.0,2432560.0,1590.0,9.0,2.0
9,6.0,23.2385861,20322420.0,1785562.0,214.0,0.0,0.0,1.0,1.0
10,73.0,34.83501381,1860094.0,2480524.0,706.0,16439.0,325.0,2.0,1.0
11,2958.0,44.81262452,147125059.0,35788821.0,918.0,1664029.0,496408.0,11.0,7.0
12,31.0,34.99359735,2896687.0,111372.0,3223.0,0.0,0.0,8.0,4.0
13,139.0,24.4356104,7799225.0,5021098.0,334.0,0.0,0.0,8.0,3.0
14,99.0,25.47345379,9499854.0,3188374.0,871.0,0.0,213.0,10.0,3.0
15,2.0,1.565432277,4783.0,77106.0,108.0,0.0,0.0,8.0,2.0
16,2349.0,42.57767239,8238586.0,55905819.0,912.0,3483259.0,2795297.0,9.0,2.0
17,2684.0,24.65497054,161877671.0,29608961.0,525.0,522914.0,54154.0,10.0,7.0
18,28.0,33.0909771,3209755.0,380016.0,2313.0,0.0,0.0,6.0,6.0
19,291.0,35.77789479,26863902.0,11813891.0,834.0,0.0,2321.0,10.0,7.0
20,6.0,31.5294516,2382525.0,1630136.0,611.0,0.0,0.0,9.0,5.0
21,515.0,36.1319401,25543271.0,13982929.0,950.0,0.0,654.0,8.0,5.0
22,2807.0,61.77198394,2093154.0,95598303.0,945.0,3603550.0,6901.0,9.0,2.0
23,1332.0,41.32425617,2075220.0,42915452.0,362.0,12419.0,2634.0,10.0,6.0
24,123.0,43.11532934,2742238.0,3264050.0,720.0,0.0,58.0,9.0,8.0
25,186.0,37.25471287,546570.0,2996146.0,189.0,238902.0,146344.0,8.0,1.0
26,27.0,25.4597205,3371074.0,131223.0,781.0,3953.0,0.0,8.0,3.0
27,3.0,40.3396,749989.0,4967.0,5047.0,0.0,31.0,2.0,6.0
28,423.0,39.85577621,27179104.0,6528623.0,787.0,136747.0,111952.0,8.0,7.0
29,299.0,51.21827258,9278947.0,3713558.0,2584.0,421564.0,125.0,8.0,6.0
30,8.0,39.52115742,21965097.0,147007.0,611.0,543.0,0.0,2.0,4.0
31,101.0,74.7389,6467272.0,3125275.0,757.0,0.0,0.0,4.0,3.0
32,115.0,36.64695381,1614880.0,1763952.0,865.0,0.0,0.0,9.0,6.0
33,776.0,40.35913005,35745718.0,120741585.0,3123.0,0.0,0.0,10.0,2.0
34,47.0,43.89073491,3706618.0,598608.0,568.0,0.0,0.0,9.0,7.0
35,6.0,21.76845305,7560505.0,21097.0,785.0,313.0,0.0,2.0,2.0
36,11.0,40.54787592,15192652.0,1855076.0,5457.0,0.0,0.0,9.0,5.0
37,95.0,28.14312305,906530.0,3772646.0,826.0,0.0,22988.0,8.0,2.0
38,5.0,57.3764178,701564.0,224045.0,407.0,0.0,0.0,9.0,1.0
39,463.0,56.434,934729.0,11053146.0,1394.0,21389.0,36.0,4.0,9.0
40,443.0,43.88100613,45536554.0,12707518.0,516.0,259256.0,0.0,11.0,4.0
41,46.0,32.94142981,14902436.0,608819.0,966.0,14509.0,21202.0,7.0,2.0
42,195.0,62.20791336,5620364.0,1361266.0,583.0,29657.0,0.0,8.0,1.0
43,7.0,28.33572668,3291796.0,20499.0,577.0,0.0,0.0,6.0,4.0
44,504.0,34.58496257,15608088.0,1675958.0,7910.0,0.0,3536.0,9.0,9.0
45,14.0,59.41558376,113275532.0,76223.0,1502.0,76070.0,0.0,2.0,3.0
46,8.0,35.11543398,6116226.0,60391.0,429.0,60391.0,0.0,2.0,5.0
