,TOTAL_VIEW_CNT,value_weighted_volatility,peak_asset_value,TOTAL_DURATION,account_age,TOTAL_FOREIGN,TOTAL_MAT,trading_frequency,age_group
0,321.0,81.19746534,4059000.0,3070472.0,5428.0,17984.0,52837.0,9.0,8.0
1,522.0,40.02961522,57259410.0,44404659.0,9856.0,253.0,264.0,10.0,8.0
2,2.0,33.84265063,6335105.0,33844.0,625.0,0.0,0.0,8.0,9.0
3,644.0,36.16539717,14807747.0,6191245.0,564.0,0.0,849.0,9.0,9.0
4,43.0,74.7389,71154.0,1241357.0,512.0,143.0,44.0,2.0,5.0
5,42.0,56.22655745,16176310.0,1340352.0,1505.0,108.0,0.0,8.0,2.0
6,152.0,24.12879856,2126793.0,1035764.0,933.0,823.0,0.0,2.0,3.0
7,166.0,63.7349279,68047428.0,3307094.0,8471.0,0.0,0.0,10.0,8.0
8,37.0,24.81112548,7640050.0,1100317.0,579.0,58914.0,0.0,9.0,3.0
9,4.0,31.40002005,34778396.0,3310.0,3853.0,116.0,0.0,6.0,8.0
10,63.0,33.31014481,31149381.0,2176397.0,2845.0,0.0,0.0,9.0,5.0
11,28.0,31.12781717,643391.0,490058.0,592.0,0.0,79.0,9.0,1.0
12,5633.0,71.69639093,13958511.0,10507874.0,624.0,4051137.0,19427.0,11.0,6.0
13,22.0,26.28354141,38695416.0,20678.0,1570.0,13196.0,221.0,8.0,3.0
14,70.0,28.57583261,8842761.0,1835548.0,596.0,17079.0,0.0,8.0,2.0
15,9.0,29.15112317,12126815.0,29768.0,932.0,0.0,0.0,8.0,2.0
16,19.0,43.66684175,34582773.0,305404.0,757.0,134.0,0.0,3.0,6.0
17,8.0,29.62446853,1265962.0,59154.0,516.0,3423.0,0.0,6.0,1.0
18,4.0,31.7398,531589.0,48686.0,1229.0,0.0,0.0,7.0,2.0
19,776.0,49.6177117,7594142.0,53149238.0,919.0,14915.0,0.0,10.0,3.0
20,93.0,48.66405938,7927749.0,668841.0,555.0,10012.0,27.0,7.0,4.0
21,818.0,49.25238873,167973746.0,39357749.0,4300.0,0.0,6739.0,9.0,9.0
22,1.0,21.4687,26843521.0,301465.0,591.0,0.0,0.0,6.0,8.0
23,105.0,33.42243859,7412997.0,592448.0,1568.0,1422.0,0.0,9.0,5.0
24,2.0,47.38546847,3018631.0,198150.0,386.0,198150.0,0.0,2.0,9.0
25,2.0,26.06125363,10369663.0,6344.0,4733.0,0.0,0.0,2.0,6.0
26,29.0,40.56239972,6923232.0,407909.0,522.0,98135.0,25.0,7.0,4.0
27,171.0,46.47474936,4090330.0,16791208.0,834.0,0.0,21348.0,9.0,2.0
28,6.0,32.21251404,54344591.0,126499.0,6805.0,0.0,0.0,6.0,9.0
29,1.0,34.36589975,2529600.0,72887.0,732.0,72887.0,0.0,2.0,3.0
30,5.0,26.79957514,19246765.0,115143.0,2663.0,113.0,0.0,6.0,5.0
31,807.0,51.72333899,16388379.0,6166114.0,5245.0,0.0,28.0,10.0,7.0
32,65.0,38.44088016,2100790.0,1011615.0,555.0,508.0,0.0,8.0,2.0
33,4.0,29.61052396,3119770.0,24739.0,732.0,0.0,0.0,7.0,7.0
34,1151.0,46.73983363,5939929.0,44608951.0,1250.0,0.0,84170.0,11.0,8.0
35,14.0,23.7218,3167323.0,616572.0,278.0,20846.0,51.0,5.0,1.0
36,315.0,24.32675804,6573972.0,618845.0,1565.0,225490.0,108.0,6.0,1.0
37,1994.0,35.49798746,32086691.0,113540885.0,646.0,296.0,48.0,10.0,3.0
38,762.0,61.23596297,10565501.0,49503575.0,5042.0,0.0,1455.0,3.0,6.0
39,6.0,38.72126802,17174329.0,75436.0,659.0,75436.0,0.0,9.0,3.0
40,2.0,21.9905,21924.0,1472.0,346.0,0.0,0.0,2.0,7.0
41,1.0,24.797,978573.0,14767.0,681.0,0.0,0.0,8.0,4.0
42,2446.0,29.99267181,39384356.0,86304142.0,909.0,7305571.0,33927.0,9.0,6.0
43,77.0,21.4687,1087398.0,2908067.0,371.0,5502.0,75.0,9.0,4.0
44,10.0,33.49016722,163251301.0,31557.0,3412.0,0.0,0.0,9.0,5.0
45,35.0,38.60873627,2619264.0,171329.0,869.0,0.0,0.0,9.0,2.0
46,99.0,77.85353934,17359492.0,639569.0,4491.0,48427.0,557.0,8.0,5.0
47,3.0,58.51893623,1138519.0,46870.0,634.0,0.0,0.0,4.0,4.0
48,31.0,21.4687,135899.0,222883.0,199.0,1738.0,0.0,8.0,3.0
49,16.0,60.80647501,4247154.0,16649.0,924.0,1877.0,0.0,2.0,1.0
50,39.0,26.50683844,9111976.0,3799467.0,625.0,0.0,0.0,1.0,4.0
