,account_number,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,value_weighted_volatility,leverage,TOTAL_DURATION,TOTAL_VIEW_CNT,TOTAL_FOREIGN,TOTAL_ADV,TOTAL_AI,TOTAL_NTP,TOTAL_MAT,Label,Center
0,1.0,1.0,0.0,0.25,0.0,0.1279828189627744,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.5,0.8,0.0626388120234541,0.2054256102425963,0.0,0.0003668975395775,0.0040472893811907,0.0,0.0,0.0,0.0,0.0,0.0,
1,5.0,0.0,1.0,0.5,0.0,0.0791441298122812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0025212098961738,0.355040205390401,0.0,6.546368271788165e-05,0.0001420101537259,0.0,0.0,0.0,0.0,0.0018922336557726,0.0,
2,9.0,0.0,1.0,0.5,0.0,0.0326121539930003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.5,0.6000000000000001,0.1114703348122325,0.0191675774782366,0.0,0.0001049373921476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,13.0,0.0,1.0,0.875,0.0,0.7122971683105314,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8,1.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0153831769258813,0.1594095509072198,0.0,0.0346928209407118,0.0281890155146092,0.0,0.0,0.0,0.0,0.0001098433960335,0.0,
4,17.0,0.0,1.0,0.5,0.0,0.0641902640789055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0024988994872321,0.1578126425392197,0.0,0.0078058022551476,0.0042958071502112,0.0001296130528438,0.0,0.0,0.0,2.152385291316381e-06,0.0,
5,21.0,1.0,0.0,0.375,0.0,0.0525771555838371,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.001579506506495,0.3129810723567641,0.0,0.0001739405156722,0.0001420101537259,0.0,0.0,0.0,0.0,4.304770582632762e-06,0.0,
6,25.0,1.0,0.0,0.125,0.0,0.0372255806554247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0002186703722591,0.1467037435053817,0.0,9.79735104161143e-06,7.100507686299572e-05,0.0,0.0,0.0,0.0,0.0,0.0,
7,29.0,1.0,0.0,0.125,0.0,0.042554883868915,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0021970963370107,0.1540202646223175,0.0,7.299298053499222e-07,0.0001065076152944,4.1938534894748265e-07,0.0,0.0,0.0,0.0,0.0,
8,33.0,0.0,1.0,0.375,0.0,0.0335666560610881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.6000000000000001,0.0221670036500954,0.1966823497937674,0.0,1.3745680316939674e-05,7.100507686299572e-05,0.0,0.0,0.0,0.0,0.0,0.0,
9,37.0,0.0,1.0,0.875,0.1428571428571428,0.100859051861279,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6000000000000001,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.5,0.8,0.0431721420702103,0.137704823443975,0.2185770788908402,0.0485493467687269,0.1584478290197749,0.093212156781709,0.0,0.0,0.0,7.676840872361758e-06,0.0,
10,41.0,1.0,0.0,0.875,0.0,0.0336461979000954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.6000000000000001,0.0074979120958634,0.0932662728358126,0.0,6.466666964814508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,45.0,1.0,0.0,0.625,0.0,0.0337257397391027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0107669519734595,0.0971234556256272,0.0,0.0015103701143418,0.0014911066141229,0.0005421503560934,0.0,0.0,0.0179841684230695,2.6546085259568697e-06,0.0,
12,49.0,0.0,1.0,0.125,0.0,0.0480432707604199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0044233756933042,0.1153636275167329,0.0,0.0021769940819783,0.0027336954592253,0.0,0.0,0.0,0.0,0.0,0.0,
13,53.0,1.0,0.0,0.125,0.0,0.0681673560292714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0009506673102368,0.1755135094357965,0.0,0.0001161051584474,0.0012425888451024,3.8491532026686763e-07,9.55544876560886e-07,0.0,0.0,5.165724699159314e-06,0.0,
14,57.0,0.0,1.0,0.625,0.0,0.0105790645879732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0001331091634778,0.1371211132024763,0.0,0.0009925368271149,0.0011715837682394,0.0,0.0,0.0,0.0,3.874293524369485e-06,0.0,
15,61.0,0.0,1.0,0.375,0.0,0.0474069360483614,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.006907915005377,0.0973877116983627,0.0,0.0001426573533799,7.100507686299572e-05,0.0,0.0,0.0,0.0,1.757781321241711e-05,0.0,
16,65.0,1.0,0.0,0.125,0.0,0.0368278714603881,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666667,0.0,0.8,0.0007548955642457,0.1325343068513337,0.0,0.0007556801955509,0.0020946497674583,1.5511512906276756e-07,0.0,0.0,0.0,1.9371467621847426e-06,0.0,
17,69.0,1.0,0.0,0.625,0.0,0.0657015590200445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.25,0.7000000000000001,0.0125886273206562,0.2045531900913612,0.0,0.017904692570177,0.0541413711080342,5.400304493296352e-07,0.0,0.0,0.0,3.659054995237848e-06,0.0,
18,73.0,1.0,0.0,0.125,0.0,0.0445434298440979,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.25,0.8,0.0340364713528002,0.1021373813987894,0.0,0.011710091367406,0.0262363759008769,1.568386304967983e-06,0.0001918677903612,0.0,0.0,0.000553880481632,0.0,
19,77.0,0.0,1.0,0.5,0.0,0.0348393254852052,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0005532753570526,0.3683677796297938,0.0,0.000464987647096,0.0003905279227464,0.0,0.0,0.0,0.0,1.8223528799812025e-05,0.0,
20,81.0,0.0,1.0,1.0,0.0,0.655424753420299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.6000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.8,0.0177601968531358,0.2332596860005631,0.0,0.054275695605535,0.1219512195121951,7.855719536312162e-05,0.0,0.0,0.0,0.0100382945216413,0.0,
21,85.0,1.0,0.0,0.375,0.0,0.044304804327076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0071070602823576,0.1534584736580226,0.0,0.0022224925074382,0.0048993503035467,0.0,0.0,0.0,0.0,0.0,0.0,
22,89.0,1.0,0.0,0.75,0.0,0.4376391982182628,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.5,0.7000000000000001,0.118308941309298,0.141983692318678,0.0,0.0018723689783985,0.0008520609223559,0.0,0.0,0.0,0.0,1.4205742922688112e-05,0.0,
23,93.0,1.0,0.0,0.25,0.0,0.0658606426980591,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0055326698716187,0.0917430656539253,0.0,0.0001829456453058,0.0006745482301984,0.0,0.0004801050919496,0.0,0.0,1.5927651155741216e-05,0.0,
24,97.0,0.0,1.0,0.125,0.0,0.0140789055042952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.25,0.8,0.0072817933778158,0.2153684123427875,0.0,0.0225879365762874,0.0480349344978165,2.068201720836901e-07,0.0006776499430481,0.0,0.0,0.0013984047237682,0.0,
25,101.0,0.0,1.0,0.875,0.0,0.0668946866051543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.1,0.0674999969426648,0.1596028829278236,0.0,0.0039003024496891,0.0003905279227464,0.0048950313228863,3.794075245168224e-06,0.0,0.0,0.0,0.0,
26,105.0,1.0,0.0,1.0,0.0,0.0352370346802418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.071876017653755,0.1144772909779733,0.0,0.0002131011698682,0.0010650761529449,1.8958515774338258e-07,9.27440615485566e-07,0.0,0.0027472486347959,7.102871461344056e-06,0.0,
27,109.0,0.0,0.0,0.375,0.0,0.0635539293668469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.5000000000000001,0.0001196255018836,0.2712553476430852,0.0,6.56840991580092e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,113.0,0.0,1.0,0.875,0.0,0.3965956092904868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0102348663899683,0.1069588580453757,0.0,0.0052695197924379,0.0001065076152944,0.0,0.0,0.0,0.0,0.0,0.0,
29,117.0,0.0,1.0,0.5,0.0,0.0653833916640152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.012362425209155,0.1009591026730405,0.0,0.0042761316467535,0.0090176447616004,9.835448183535484e-06,0.0,0.0,0.0,0.0007740694969337,0.0,
30,121.0,0.0,1.0,0.75,0.0,0.1737989182309894,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.75,0.3,0.2692458513090107,0.203644651443716,0.0,2.455407198609268e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,125.0,0.0,1.0,0.25,0.0,0.0904390709513204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.9,0.0064620846341131,0.2573630071451087,0.0,0.0266417510904224,0.0799872190861646,1.944684118064697e-05,0.0002475704358124,0.0442974004331706,0.0,1.736257468328547e-05,0.0,
32,129.0,1.0,0.0,0.875,0.0,0.5779510022271716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.1,0.0457651063427874,0.2187455222570337,0.0,0.0007732128858645,0.0007455533070614,0.0,0.0,0.0,0.0,0.0061012230929417,0.0,
