,account_number,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,value_weighted_volatility,leverage,TOTAL_DURATION,TOTAL_VIEW_CNT,TOTAL_FOREIGN,TOTAL_ADV,TOTAL_AI,TOTAL_NTP,TOTAL_MAT,Label,Center
0,3.0,0.0,1.0,0.5,0.0,0.0212376710149538,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0155622891017107,0.1527604527864914,0.0,0.0003859284227957,0.0020946497674583,0.0004091420054245,0.0,0.0,0.0,0.0,2.0,
1,7.0,1.0,0.0,0.875,0.0,0.6470728603245307,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.25,0.1,0.0108848476979096,0.0965395797623291,0.0,0.0001294802835897,0.0001420101537259,0.0,0.0,0.0,0.0,0.0,2.0,
2,11.0,1.0,0.0,0.25,0.0,0.0454979319121858,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.7000000000000001,0.0035012903976906,0.0874855207442273,0.0,5.7364177153484585e-05,0.0006745482301984,0.0,0.0,0.0,0.0,0.0,2.0,
3,15.0,1.0,0.0,0.375,0.0,0.040566337893732,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.7000000000000001,0.0089690006167633,0.1875102799392956,0.0,0.0055276993187534,0.0031242233819718,0.0001767220920407,0.0,0.0,0.0,0.0,2.0,
4,19.0,1.0,0.0,0.25,0.0,0.0336461979000954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,0.0006606598936301,0.1555487033392489,0.0,0.0025586100092063,0.0004970355380409,0.0,0.0,0.0,0.0,0.00311321008536,2.0,
5,23.0,0.0,1.0,0.75,0.0,0.1203468024180719,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.1,0.0645295157201173,0.1711477174589783,0.0,0.0001802399536422,0.0004615329996094,0.0,0.0,0.0,0.0,0.0,2.0,
6,27.0,0.0,1.0,0.0,0.0,0.0674514794782055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0027780330206979,0.0895709300948196,0.0,0.0129882591509558,0.0109702843753328,0.0001165431669691,0.0060714478328846,0.0,0.0191237096426518,1.1264149691222392e-05,2.0,
7,31.0,1.0,0.0,0.875,0.0,0.0104995227489659,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.8,0.0040509818139989,0.0848659312933453,0.0,2.998781640141092e-05,0.0002130152305889,0.0,0.0,0.0,0.0,1.815178262343481e-05,2.0,
8,35.0,0.0,1.0,0.125,0.0,0.0409640470887686,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.1,0.0507430965756735,0.2961152696620799,0.0,0.1768441924101355,0.0679163560194553,0.6311577668566641,0.0025516420715504,0.0,0.0538376155633263,1.6573366743136133e-05,2.0,
9,39.0,1.0,0.0,0.375,0.0,0.0116131084950684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.376492359087157e-06,0.2257592559675492,0.0,1.7729148445041877e-07,0.0,6.491855401515827e-07,0.0,0.0,0.0,0.0,2.0,
10,43.0,1.0,0.0,0.375,0.0,0.128380528157811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,1.0,0.0227043622647955,0.2020015346728655,0.0,0.056177526914764,0.0980225086093655,0.0004544643481347,0.0,0.0,0.0,0.0091144907546083,2.0,
11,47.0,1.0,0.0,0.75,0.0,0.0458956411072224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4000000000000001,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.75,0.9,0.1598291994047389,0.0952099521628843,0.0,0.0208578384238882,0.0562005183370611,0.0087040154521325,8.431278322596057e-08,0.0029372011095248,0.0,0.0075296177184357,2.0,
12,51.0,1.0,0.0,0.0,0.0,0.0445434298440979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4000000000000001,1.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.25,0.8,0.0164456380776724,0.1002329724095546,0.0,0.0004558850870069,0.0038342741506017,4.136403441673802e-07,0.0,0.0,0.0,0.0,2.0,
13,55.0,1.0,0.0,0.875,0.0,0.4917276487432389,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.2,1.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666667,0.0,0.8,0.0020825939057922,0.2908409888349931,0.0,0.000835886224228,0.0005325380764724,0.0,0.0,0.0,0.0,0.0249323702604924,2.0,
14,59.0,1.0,0.0,0.125,0.0,0.0607699650015908,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.864760601662904e-05,0.1342797334803078,0.0,5.595063693962314e-05,0.0001065076152944,0.0,0.0,0.0,0.0,0.0,2.0,
